"fips","route","county","state","before_reviewed","after_reviewed","new_county_or_regional","statewide_supplements","added_publishers","added_urls","added_publisher_types","added_coverage","candidate_count","candidate_urls_unapproved","candidate_evidence_urls","remaining_gap"
"01021","alabama/chilton","Chilton County","Alabama","1","2","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://businessalabama.com/""]","[""https://businessalabama.com/spotlight-on-chilton-county-community-development-2/""]",""
"01023","alabama/choctaw","Choctaw County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://bioenergy-news.com/""]","[""https://www.bioenergy-news.com/news/choctaw-county-alabama-awarded-bdo-zone-a-rating-for-woody-biomass/""]","No verified county or regional publisher yet; statewide supplement only"
"01025","alabama/clarke","Clarke County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01027","alabama/clay","Clay County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://cbs42.com/"",""https://oxygen.com/""]","[""https://www.cbs42.com/news/traffic-news/man-teen-dead-following-alabama-atv-crash/"",""https://www.oxygen.com/floribama-murders/crime-news/randy-triplett-robbed-slaughtered-his-father-stepmom""]","No verified county or regional publisher yet; statewide supplement only"
"01029","alabama/cleburne","Cleburne County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://annistonstar.com/""]","[""https://www.annistonstar.com/news/cleburne/cleburne-county-rescue-squad-joins-state-association/article_144b09b4-f132-11ef-831e-0b03f355e048.html""]","No verified county or regional publisher yet; statewide supplement only"
"01031","alabama/coffee","Coffee County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://usnews.com/"",""https://hindustantimes.com/"",""https://al.com/""]","[""https://www.usnews.com/education/best-high-schools/alabama/districts/coffee-county/new-brockton-high-school-87"",""https://www.hindustantimes.com/world-news/us-news/enterprise-alabama-tornado-twister-on-the-ground-in-coffee-county-scary-time-lapse-video-emerge-watch-101781731209574.html"",""https://www.al.com/news/2026/07/man-drowns-trying-to-save-stepson-who-died-in-south-alabama-river.html""]","No verified county or regional publisher yet; statewide supplement only"
"01033","alabama/colbert","Colbert County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://al.com/"",""https://waff.com/""]","[""https://www.al.com/news/2024/10/black-man-found-hanging-had-sued-alabama-police-for-brutality-its-not-a-suicide-widow-says.html"",""https://www.waff.com/2025/10/29/alabama-sheriff-youth-ranches-adds-new-girls-home-colbert-co-support-children-foster-care/""]","No verified county or regional publisher yet; statewide supplement only"
"01035","alabama/conecuh","Conecuh County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://brewtonstandard.com/"",""https://yellowhammernews.com/"",""https://wkrg.com/""]","[""https://www.brewtonstandard.com/news/ruling-in-conecuh-county-is-alabama-voting-victory-20b93adb"",""https://yellowhammernews.com/alabama-supreme-court-hands-gop-election-integrity-win-refuses-to-rehear-case-that-erased-democrat-sheriffs-two-vote-victory-in-conecuh-county/"",""https://www.wkrg.com/alabama-news/conecuh-county/conecuh-county-man-found-dead/""]","No verified county or regional publisher yet; statewide supplement only"
"01037","alabama/coosa","Coosa County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01039","alabama/covington","Covington County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01041","alabama/crenshaw","Crenshaw County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01043","alabama/cullman","Cullman County","Alabama","1","2","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://al.com/"",""https://waff.com/"",""https://abc3340.com/""]","[""https://www.al.com/news/birmingham/2025/06/alabama-sheriff-announces-campaign-for-public-service-commission-raises-200000.html"",""https://www.waff.com/2026/05/27/two-lauderdale-county-residents-killed-cullman-county-crash/"",""https://abc3340.com/station/talk-of-alabama/cullman-county-tourism-merriest-town-in-america-talk-of-alabama-932026""]",""
"01045","alabama/dale","Dale County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01047","alabama/dallas","Dallas County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01049","alabama/dekalb","DeKalb County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://wsbtv.com/""]","[""https://www.wsbtv.com/news/local/breaking-arrest-made-in-death-of-missing-11-year-old-girl-from-georgia/927369389/""]","No verified county or regional publisher yet; statewide supplement only"
"01051","alabama/elmore","Elmore County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://montgomeryadvertiser.com/"",""https://al.com/"",""https://usnews.com/""]","[""https://www.montgomeryadvertiser.com/story/news/2026/05/13/elmore-county-primary-features-new-judge-races/89982726007/"",""https://www.al.com/news/2025/10/alabama-lawmakers-get-update-on-new-125-billion-prison-staffing-increase.html"",""https://www.usnews.com/education/best-high-schools/alabama/districts/elmore-county/elmore-county-high-school-130""]","No verified county or regional publisher yet; statewide supplement only"
"01053","alabama/escambia","Escambia County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01055","alabama/etowah","Etowah County","Alabama","1","2","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://annistonstar.com/""]","[""https://www.annistonstar.com/news/etowah/etowah-county-switches-tax-collections-from-third-party-to-state/article_d9aac677-3230-4d80-9105-908ffb8ce72a.html""]",""
"01057","alabama/fayette","Fayette County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://usnews.com/"",""https://tuscaloosanews.com/""]","[""https://www.usnews.com/education/best-high-schools/alabama/districts/fayette-county/fayette-county-high-school-149"",""https://www.tuscaloosanews.com/story/sports/high-school/2025/11/28/high-school-sports-top-performers-in-the-tuscaloosa-area-for-nov-22-28/87385114007/""]","No verified county or regional publisher yet; statewide supplement only"
"01059","alabama/franklin","Franklin County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01061","alabama/geneva","Geneva County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01063","alabama/greene","Greene County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01065","alabama/hale","Hale County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://freep.com/"",""https://wbrc.com/""]","[""https://www.freep.com/story/sports/high-school/2026/08/22/alabama-high-school-sports-top-performers-in-ahsaa-week-0-around-tuscaloosa/91362337007/"",""https://www.wbrc.com/2026/08/27/delay-new-er-construction-west-alabama-hospital/""]","No verified county or regional publisher yet; statewide supplement only"
"01067","alabama/henry","Henry County","Alabama","0","2","[""WTVY""]","[""Alabama Reflector""]","[""WTVY"",""Alabama Reflector""]","[""https://wtvy.com/"",""https://alabamareflector.com/""]","[[""television""],[""digital""]]","[""regional"",""statewide""]","0","[]","[]",""
"01069","alabama/houston","Houston County","Alabama","1","3","[""WTVY""]","[""Alabama Reflector""]","[""WTVY"",""Alabama Reflector""]","[""https://wtvy.com/"",""https://alabamareflector.com/""]","[[""television""],[""digital""]]","[""regional"",""statewide""]","0","[]","[]",""
"01071","alabama/jackson","Jackson County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://datacenterdynamics.com/"",""https://al.com/"",""https://9to5google.com/""]","[""https://www.datacenterdynamics.com/en/news/google-to-spend-15bn-expanding-its-data-center-campus-in-jackson-county-alabama/"",""https://www.al.com/news/huntsville/2026/06/google-investing-15-billion-to-expand-data-center-campus-in-north-alabama.html"",""https://9to5google.com/2026/06/15/google-announces-one-point-five-billion-dollar-data-center-expansion/""]","No verified county or regional publisher yet; statewide supplement only"
"01073","alabama/jefferson","Jefferson County","Alabama","2","3","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://bondbuyer.com/"",""https://abc3340.com/"",""https://cbs42.com/""]","[""https://www.bondbuyer.com/news/jefferson-county-alabama-2-5b-sewer-deal-proceeds-without-citigroup"",""https://abc3340.com/station/jefferson-county-commission-talk-of-alabama-922026"",""https://www.cbs42.com/news/local/inmate-found-dead-at-jefferson-county-jail-identified/""]",""
"01075","alabama/lamar","Lamar County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://usnews.com/""]","[""https://www.usnews.com/education/k12/alabama/lamar-county-highintermediate-211""]","No verified county or regional publisher yet; statewide supplement only"
"01077","alabama/lauderdale","Lauderdale County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01079","alabama/lawrence","Lawrence County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01081","alabama/lee","Lee County","Alabama","1","2","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://al.com/"",""https://montgomeryadvertiser.com/"",""https://cbs42.com/""]","[""https://www.al.com/news/2025/12/judge-orders-new-trial-for-east-alabama-woman-imprisoned-after-she-lost-her-baby.html"",""https://www.montgomeryadvertiser.com/story/news/local/alabama/2019/03/04/lee-county-tornado-death-toll-to-rise-as-rescuers-comb-area-of-devastation-beauregard-alabama/3053441002/"",""https://www.cbs42.com/alabama-news/alabama-sheriffs-deputy-fired-over-audit-on-flock-camera-system/""]",""
"01083","alabama/limestone","Limestone County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://aol.com/"",""https://al.com/""]","[""https://www.aol.com/articles/limestone-county-campaign-aims-help-015010000.html"",""https://www.al.com/news/2025/03/these-were-alabamas-fastest-growing-counties-in-2024.html""]","No verified county or regional publisher yet; statewide supplement only"
"01085","alabama/lowndes","Lowndes County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01087","alabama/macon","Macon County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://wsfa.com/"",""https://al.com/""]","[""https://www.wsfa.com/2026/09/04/1-lane-i-85-south-reopens-macon-county-after-concrete-trucks-fiery-crash/"",""https://www.al.com/business/2025/04/auto-supplier-coming-to-alabama-city-creating-hundreds-of-jobs.html""]","No verified county or regional publisher yet; statewide supplement only"
"01089","alabama/madison","Madison County","Alabama","2","3","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://whnt.com/"",""https://jdsupra.com/""]","[""https://whnt.com/veterans-voices/madison-county-site-tabbed-for-alabamas-second-state-veterans-cemetery/"",""https://www.jdsupra.com/legalnews/transportation-hazardous-waste-9885412/""]",""
"01091","alabama/marengo","Marengo County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01093","alabama/marion","Marion County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01095","alabama/marshall","Marshall County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://whnt.com/"",""https://al.com/""]","[""https://whnt.com/news/northeast-alabama/marshall-county-schools-says-state-dept-of-education-looking-into-allegations-against-asbury-high-coach/"",""https://www.al.com/news/2023/11/alabama-set-to-execute-casey-mcwhorter-for-murder-robbery-in-1993.html""]","No verified county or regional publisher yet; statewide supplement only"
"01097","alabama/mobile","Mobile County","Alabama","2","3","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]",""
"01099","alabama/monroe","Monroe County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://al.com/"",""https://fox10tv.com/"",""https://wkrg.com/""]","[""https://www.al.com/news/2023/10/another-alabama-hospital-to-close-labor-and-delivery-services.html"",""https://www.fox10tv.com/2025/09/14/georgia-pacific-announces-800-million-capital-investment-monroe-county-facility/"",""https://www.wkrg.com/alabama-news/monroe-county/correctional-officer-trainee-arrested-on-drug-charges-in-monroe-county-adoc/""]","No verified county or regional publisher yet; statewide supplement only"
"01101","alabama/montgomery","Montgomery County","Alabama","2","3","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]",""
"01103","alabama/morgan","Morgan County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://datacenterdynamics.com/""]","[""https://www.datacenterdynamics.com/en/news/morgan-county-alabama-passes-data-center-moratorium-blocking-cryptomine-proposal/""]","No verified county or regional publisher yet; statewide supplement only"
"01105","alabama/perry","Perry County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://wsfa.com/""]","[""https://www.wsfa.com/2026/06/29/alabama-democratic-party-orders-recount-disputed-perry-county-commission-race/""]","No verified county or regional publisher yet; statewide supplement only"
"01107","alabama/pickens","Pickens County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://wbng.com/""]","[""https://www.wbng.com/2026/08/10/officers-lasso-loose-1500-pound-bull-neighborhood/""]","No verified county or regional publisher yet; statewide supplement only"
"01109","alabama/pike","Pike County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://al.com/""]","[""https://www.al.com/news/montgomery/2026/03/major-defense-company-invests-150-million-in-alabama-facility-creating-new-full-time-positions.html""]","No verified county or regional publisher yet; statewide supplement only"
"01111","alabama/randolph","Randolph County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01113","alabama/russell","Russell County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://wrbl.com/"",""https://ledger-enquirer.com/""]","[""https://www.wrbl.com/news/alabama-news/alabama-man-found-guilty-by-russell-county-jury-for-the-murder-of-rachael-mixson/"",""https://www.ledger-enquirer.com/news/local/education/article262972163.html""]","No verified county or regional publisher yet; statewide supplement only"
"01115","alabama/st-clair","St. Clair County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01117","alabama/shelby","Shelby County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01119","alabama/sumter","Sumter County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01121","alabama/talladega","Talladega County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://bizjournals.com/"",""https://annistonstar.com/""]","[""https://www.bizjournals.com/birmingham/news/2026/09/03/honda-plans-will-mean-200-jobs.html"",""https://www.annistonstar.com/the_daily_home/dh_news/talladega-county-school-board-approves-bids-for-three-improvement-projects/article_fa5fea20-6c62-4e4a-9eef-a1554aaa0d6d.html""]","No verified county or regional publisher yet; statewide supplement only"
"01123","alabama/tallapoosa","Tallapoosa County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"01125","alabama/tuscaloosa","Tuscaloosa County","Alabama","1","2","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","5","[""https://tide1009.com/"",""https://al.com/"",""https://montgomeryadvertiser.com/"",""https://usnews.com/"",""https://tennessean.com/""]","[""https://tide1009.com/central-high-dominates-tuscaloosa-county/"",""https://www.al.com/crime/2026/06/alabama-pastor-indicted-for-allegedly-stealing-from-church.html"",""https://www.montgomeryadvertiser.com/story/sports/high-school/boys-basketball/2026/03/07/ahsaa-7a-boys-state-championship-tuscaloosa-county/88885938007/"",""https://www.usnews.com/education/k12/alabama/districts/tuscaloosa-county-107103"",""https://www.tennessean.com/story/sports/high-school/football/2026/08/19/ahsaa-week-0-football-predictions-for-tuscaloosa-area-teams/91298790007/""]",""
"01127","alabama/walker","Walker County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","2","[""https://abc3340.com/"",""https://al.com/""]","[""https://abc3340.com/news/local/large-wildfire-contained-in-walker-county"",""https://www.al.com/news/2025/10/a-frozen-jail-inmate-25-indictments-and-an-alabama-sheriff-still-standing.html""]","No verified county or regional publisher yet; statewide supplement only"
"01129","alabama/washington","Washington County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://wkrg.com/""]","[""https://www.wkrg.com/alabama-news/washington-county/fatal-crash-washington-county-2/""]","No verified county or regional publisher yet; statewide supplement only"
"01131","alabama/wilcox","Wilcox County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","3","[""https://wsfa.com/"",""https://wkrg.com/"",""https://montgomeryadvertiser.com/""]","[""https://www.wsfa.com/2026/08/01/i-wanted-30-he-gave-me-20-alleged-vote-buying-scheme-overturns-wilcox-county-commission-election-results/"",""https://www.wkrg.com/state-regional/retired-deputy-killed-during-domestic-violence-call-brought-back-to-wilcox-county/"",""https://www.montgomeryadvertiser.com/story/news/local/alabama/2023/06/12/bama-kids-sheryl-threadgill-says-destiny-led-her-home-to-wilcox-county-alabama/70287050007/""]","No verified county or regional publisher yet; statewide supplement only"
"01133","alabama/winston","Winston County","Alabama","0","1","[]","[""Alabama Reflector""]","[""Alabama Reflector""]","[""https://alabamareflector.com/""]","[[""digital""]]","[""statewide""]","1","[""https://insideclimatenews.org/""]","[""https://insideclimatenews.org/news/24122023/alabama-surface-mine-operating-without-permits/""]","No verified county or regional publisher yet; statewide supplement only"
"02013","alaska/aleutians-east","Aleutians East County","Alaska","0","1","[]","[""Alaska Beacon""]","[""Alaska Beacon""]","[""https://alaskabeacon.com""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"02016","alaska/aleutians-west","Aleutians West County","Alaska","0","1","[]","[""Alaska Beacon""]","[""Alaska Beacon""]","[""https://alaskabeacon.com""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"02020","alaska/anchorage","Anchorage County","Alaska","2","3","[]","[""Alaska Beacon""]","[""Alaska Beacon""]","[""https://alaskabeacon.com""]","[[""digital""]]","[""statewide""]","1","[""https://allhiphop.com/""]","[""https://allhiphop.com/news/alaska-gets-the-druski-treatment-coulda-been-records-auditions-roast-crime-stats-talent/""]",""
"02050","alaska/bethel","Bethel County","Alaska","0","1","[]","[""Alaska Beacon""]","[""Alaska Beacon""]","[""https://alaskabeacon.com""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"02060","alaska/bristol-bay","Bristol Bay County","Alaska","0","1","[]","[""Alaska Beacon""]","[""Alaska Beacon""]","[""https://alaskabeacon.com""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
"02063","alaska/chugach","Chugach County","Alaska","0","1","[]","[""Alaska Beacon""]","[""Alaska Beacon""]","[""https://alaskabeacon.com""]","[[""digital""]]","[""statewide""]","0","[]","[]","No verified county or regional publisher yet; statewide supplement only"
